name,bbg_root,ric_root,mktgroup,asset_class,quote_cols,currency,multiplier,low,high,max_change,max_spread_bps,avg_spread_bps,avg_vol_pct,spread_over_vol,local_tz,start_time,start_tz,end_time,end_tz
AUDQM3AB2Y=TWEB,,AUDQM3AB2Y=TWEB,,irs_tweb_g10,price_bid_ask,AUD,,-0.05,10,,10,1.3,,,Australia/Sydney,8:30:00,Australia/Sydney,17:00:00,Australia/Sydney
CADSB3BA2Y=TWEB,,CADSB3BA2Y=TWEB,,irs_tweb_g10,price_bid_ask,CAD,,0,8,,5,1.9,,,Canada/Eastern,7:00:00,Canada/Eastern,16:30:00,Canada/Eastern
CHFAB6L2Y=TWEB,,CHFAB6L2Y=TWEB,,irs_tweb_g10,price_bid_ask,CHF,,-2.5,5,,10,1.8,,,Europe/Zurich,8:30:00,Europe/Zurich,18:15:00,Europe/Zurich
EURAB6E2Y=TWEB,,EURAB6E2Y=TWEB,,irs_tweb_g10,price_bid_ask,EUR,,-1,10,,10,1.3,,,Europe/Berlin,7:30:00,Europe/Berlin,22:00:00,Europe/Berlin
GBPSB6L2Y=TWEB,,GBPSB6L2Y=TWEB,,irs_tweb_g10,price_bid_ask,GBP,,-1,10,,5,0.7,,,Europe/London,7:30:00,Europe/London,17:30:00,Europe/London
JPYSB6L2Y=TWEB,,JPYSB6L2Y=TWEB,,irs_tweb_g10,price_bid_ask,JPY,,-1,2.5,,15,0.8,,,Asia/Tokyo,9:00:00,Asia/Tokyo,19:00:00,Asia/Tokyo
NOKAB6O2Y=TWEB,,NOKAB6O2Y=TWEB,,irs_tweb_g10,price_bid_ask,NOK,,0,10,,7.5,3,,,Europe/Oslo,8:00:00,Europe/Oslo,16:15:00,Europe/Oslo
NZDSM3NB2Y=TWEB,,NZDSM3NB2Y=TWEB,,irs_tweb_g10,price_bid_ask,NZD,,-0.5,10,,20,2.2,,,Pacific/Auckland,8:30:00,Pacific/Auckland,6:00:00,Pacific/Auckland
SEKAB3S2Y=TWEB,,SEKAB3S2Y=TWEB,,irs_tweb_g10,price_bid_ask,SEK,,-1,10,,5,2.1,,,Europe/Stockholm,8:00:00,Europe/Stockholm,16:15:00,Europe/Stockholm
USDAM3L2Y=TWEB,,USDAM3L2Y=TWEB,,irs_tweb_g10,price_bid_ask,USD,,0,8,,10,0.71,,,America/New_York,2:00:00,America/New_York,17:00:00,America/New_York
MXNMB1T26M=TWEB,,MXNMB1T26M=TWEB,,irs_tweb_latam,price_bid_ask,MXN,,0.5,20,,10,1.1,,,America/Mexico_City,5:00:00,America/Mexico_City,14:30:00,America/Mexico_City
BRL2YNDOIS=TWEB,,BRL2YNDOIS=TWEB,,irs_tweb_latam,price_bid_ask,MXN,,0.5,20,,5,2,,,America/Sao_Paulo,8:15:00,America/Sao_Paulo,18:30:00,America/Sao_Paulo
CNNDIRS2Y=,,CNNDIRS2Y=,,irs-asia,price_bid_ask,CNY,,0,10,,20,10,,,Asia/Shanghai,5:45:00,Asia/Shanghai,19:30:00,Asia/Shanghai
HKDQM3H2Y=,,HKDQM3H2Y=,,irs-asia,price_bid_ask,HKD,,0,10,,25,9.7,,,Asia/Hong_Kong,8:30:00,Asia/Hong_Kong,16:30:00,Asia/Hong_Kong
KRQMCD2Y=,,KRQMCD2Y=,,irs-asia,price_bid_ask,KRW,,0,10,,15,2,,,Asia/Seoul,6:30:00,Asia/Seoul,18:15:00,Asia/Seoul
SGDSB6SO2Y=,,SGDSB6SO2Y=,,irs-asia,price_bid_ask,SGD,,-1,7,,25,4,,,Asia/Singapore,8:30:00,Asia/Singapore,17:00:00,Asia/Singapore
TWDQM3TO2Y=,,TWDQM3TO2Y=,,irs-asia,price_bid_ask,TWD,,0,10,,15,2.2,,,Asia/Taipei,8:30:00,Asia/Taipei,17:45:00,Asia/Taipei
AUDQM3AB2Y=,,AUDQM3AB2Y=,,irs-g10,price_bid_ask,AUD,,-0.05,10,,15,9.2,,,Australia/Sydney,8:30:00,Australia/Sydney,17:00:00,Australia/Sydney
CADSB3BA2Y=,,CADSB3BA2Y=,,irs-g10,price_bid_ask,CAD,,0,8,,10,3.4,,,Canada/Eastern,7:00:00,Canada/Eastern,16:30:00,Canada/Eastern
CHFAB6L2Y=,,CHFAB6L2Y=,,irs-g10,price_bid_ask,CHF,,-2.5,5,,10,2.1,,,Europe/Zurich,8:30:00,Europe/Zurich,18:15:00,Europe/Zurich
EURAB6E2Y=,,EURAB6E2Y=,EUIRS,irs-g10,price_bid_ask,EUR,,-1,10,,10,1.1,,,Europe/Berlin,7:30:00,Europe/Berlin,22:00:00,Europe/Berlin
GBPSB6L2Y=,,GBPSB6L2Y=,GBFI,irs-g10,price_bid_ask,GBP,,-1,10,,10,1.1,,,Europe/London,7:30:00,Europe/London,17:30:00,Europe/London
JPYSB6L2Y=,,JPYSB6L2Y=,,irs-g10,price_bid_ask,JPY,,-1,2.5,,15,3.2,,,Asia/Tokyo,9:00:00,Asia/Tokyo,19:00:00,Asia/Tokyo
NOKAB6O2Y=,,NOKAB6O2Y=,,irs-g10,price_bid_ask,NOK,,0,10,,10,4.6,,,Europe/Oslo,8:00:00,Europe/Oslo,16:15:00,Europe/Oslo
NZDSM3NB2Y=,,NZDSM3NB2Y=,,irs-g10,price_bid_ask,NZD,,-0.5,10,,15,3,,,Pacific/Auckland,8:30:00,Pacific/Auckland,6:00:00,Pacific/Auckland
SEKAB3S2Y=,,SEKAB3S2Y=,,irs-g10,price_bid_ask,SEK,,-1,10,,10,2.4,,,Europe/Stockholm,8:00:00,Europe/Stockholm,16:15:00,Europe/Stockholm
USDAM3L2Y=,,USDAM3L2Y=,USFI,irs-g10,price_bid_ask,USD,,0,8,,10,3.6,,,America/New_York,20:00:00,America/New_York,17:00:00,America/New_York
BRPREOFF2Y=,,BRPREOFF2Y=,,irs-latam,price_bid_ask,BRL,,,,,,,,,America/Sao_Paulo,,America/Sao_Paulo,,America/Sao_Paulo
MXNMB1T26M=,,MXNMB1T26M=,,irs-latam,price_bid_ask,MXN,,0.5,20,,25,3.9,,,America/Mexico_City,5:00:00,America/Mexico_City,14:30:00,America/Mexico_City
