name,bbg_root,ric_root,mktgroup,asset_class,quote_cols,currency,multiplier,low,high,max_change,max_spread_bps,avg_spread_bps,avg_vol_pct,spread_over_vol,local_tz,start_time,start_tz,end_time,end_tz
audjpy_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
audusd_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
eurgbp_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
eurusd_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
gbpusd_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
nzdusd_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
usdcad_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
usdchf_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
usdjpy_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
usdnok_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
usdsek_curncy_1M_0.5,,,,bvol-curncy_g10,implied_vol,,,,,,,,,,,,,,
usdbrl_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdclp_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdcnh_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdcny_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdcop_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdczk_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usddkk_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdhuf_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdidr_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdils_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdinr_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdkrw_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdmxn_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdmyr_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdpen_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdphp_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdpln_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdrub_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdsgd_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdthb_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdtry_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdtwd_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
usdzar_curncy,,,,bvol-curncy_em,implied_vol,,,,,,,,,,,,,,
as51_index_1M_0.9,,,,bvol-index,implied_vol,AUD,,,,,,,,,Australia/Sydney,,Australia/Sydney,,Australia/Sydney
as51_index_1M_1,,,,bvol-index,implied_vol,AUD,,,,,,,,,Australia/Sydney,,Australia/Sydney,,Australia/Sydney
as51_index_1M_1.1,,,,bvol-index,implied_vol,AUD,,,,,,,,,Australia/Sydney,,Australia/Sydney,,Australia/Sydney
ibov_index,,,,bvol-index,implied_vol,BRL,,,,,,,,,,,,,
smi_index,,,,bvol-index,implied_vol,CHF,,,,,,,,,,,,,
aex_index,,,,bvol-index,implied_vol,EUR,,,,,,,,,,,,,
cac_index,,,,bvol-index,implied_vol,EUR,,,,,,,,,,,,,
dax_index,,,,bvol-index,implied_vol,EUR,,,,,,,,,,,,,
ftsemib_index,,,,bvol-index,implied_vol,EUR,,,,,,,,,,,,,
ibex_index,,,,bvol-index,implied_vol,EUR,,,,,,,,,,,,,
sx5e_index,,,,bvol-index,implied_vol,EUR,,,,,,,,,,,,,
ukx_index,,,,bvol-index,implied_vol,GBP,,,,,,,,,,,,,
hscei_index,,,,bvol-index,implied_vol,HKD,,,,,,,,,,,,,
hsi_index_1M_0.9,,,,bvol-index,implied_vol,HKD,,,,,,,,,Asia/Hong_Kong,,Asia/Hong_Kong,,Asia/Hong_Kong
hsi_index_1M_1,,,,bvol-index,implied_vol,HKD,,,,,,,,,Asia/Hong_Kong,,Asia/Hong_Kong,,Asia/Hong_Kong
hsi_index_1M_1.1,,,,bvol-index,implied_vol,HKD,,,,,,,,,Asia/Hong_Kong,,Asia/Hong_Kong,,Asia/Hong_Kong
nifty_index_1M_0.9,,,,bvol-index,implied_vol,INR,,,,,,,,,Asia/Kolkata,,Asia/Kolkata,,Asia/Kolkata
nifty_index_1M_1,,,,bvol-index,implied_vol,INR,,,,,,,,,Asia/Kolkata,,Asia/Kolkata,,Asia/Kolkata
nifty_index_1M_1.1,,,,bvol-index,implied_vol,INR,,,,,,,,,Asia/Kolkata,,Asia/Kolkata,,Asia/Kolkata
nky_index_1M_0.9,,,,bvol-index,implied_vol,JPY,,,,,,,,,Asia/Tokyo,,Asia/Tokyo,,Asia/Tokyo
nky_index_1M_1,,,,bvol-index,implied_vol,JPY,,,,,,,,,Asia/Tokyo,,Asia/Tokyo,,Asia/Tokyo
nky_index_1M_1.1,,,,bvol-index,implied_vol,JPY,,,,,,,,,Asia/Tokyo,,Asia/Tokyo,,Asia/Tokyo
tpx_index,,,,bvol-index,implied_vol,JPY,,,,,,,,,,,,,
kospi2_index_1M_0.9,,,,bvol-index,implied_vol,KRW,,,,,,,,,Asia/Seoul,,Asia/Seoul,,Asia/Seoul
kospi2_index_1M_1,,,,bvol-index,implied_vol,KRW,,,,,,,,,Asia/Seoul,,Asia/Seoul,,Asia/Seoul
kospi2_index_1M_1.1,,,,bvol-index,implied_vol,KRW,,,,,,,,,Asia/Seoul,,Asia/Seoul,,Asia/Seoul
omx_index,,,,bvol-index,implied_vol,SEK,,,,,,,,,,,,,
twse_index_1M_0.9,,,,bvol-index,implied_vol,TWD,,,,,,,,,Asia/Taipei,,Asia/Taipei,,Asia/Taipei
twse_index_1M_1,,,,bvol-index,implied_vol,TWD,,,,,,,,,Asia/Taipei,,Asia/Taipei,,Asia/Taipei
twse_index_1M_1.1,,,,bvol-index,implied_vol,TWD,,,,,,,,,Asia/Taipei,,Asia/Taipei,,Asia/Taipei
spx_index,,,,bvol-index,implied_vol,USD,,,,,,,,,,,,,
esa_index,,,,bvol-index,implied_vol,,,,,,,,,,,,,,
gld_us_equity_1M_0.8,,,,bvol-us_equity,implied_vol,USD,,,,,,,,,America/New_York,9:30:00,America/New_York,16:01:00,America/New_York
gld_us_equity_1M_1,,,,bvol-us_equity,implied_vol,USD,,,,,,,,,America/New_York,9:30:00,America/New_York,16:01:00,America/New_York
gld_us_equity_1M_1.2,,,,bvol-us_equity,implied_vol,USD,,,,,,,,,America/New_York,9:30:00,America/New_York,16:01:00,America/New_York
gld_us_equity_3M_0.8,,,,bvol-us_equity,implied_vol,USD,,,,,,,,,America/New_York,9:30:00,America/New_York,16:01:00,America/New_York
gld_us_equity_3M_1,,,,bvol-us_equity,implied_vol,USD,,,,,,,,,America/New_York,9:30:00,America/New_York,16:01:00,America/New_York
gld_us_equity_3M_1.2,,,,bvol-us_equity,implied_vol,USD,,,,,,,,,America/New_York,9:30:00,America/New_York,16:01:00,America/New_York
CDXEM5Y,,CDXEM,USCDS,cds_index,price_bid_ask,USD,,0.5,1.5,,320,8.4,,,America/New_York,6:30:00,America/New_York,17:00:00,America/New_York
CDXHY5Y,,CDXHY,USCDS,cds_index,price_bid_ask,USD,,0.5,1.5,,260,9.9,,,America/New_York,6:30:00,America/New_York,17:00:00,America/New_York
CDXIG5Y,,CDXIG,USCDS,cds_index,price_bid_ask,USD,,0.5,1.5,,100,2.4,,,America/New_York,6:30:00,America/New_York,17:00:00,America/New_York
ITEEU5Y,,ITEEU,EUCDS,cds_index,price_bid_ask,EUR,,0.5,1.5,,50,3.4,,,Europe/London,6:30:00,Europe/London,17:00:00,Europe/London
ITEFA5Y,,ITEFA,EUCDS,cds_index,price_bid_ask,EUR,,0.5,1.5,,70,6.1,,,Europe/London,6:30:00,Europe/London,17:00:00,Europe/London
ITEXO5Y,,ITEXO,EUCDS,cds_index,price_bid_ask,EUR,,0.5,1.5,,180,14.6,,,Europe/London,6:30:00,Europe/London,17:00:00,Europe/London
BBN,,,USETF,etf_us,price_bid_ask,USD,1,1,1000,,600,17.3,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
BKN,,,USETF,etf_us,price_bid_ask,USD,1,1,1000,,600,41.27,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
DBA,,,USETF,etf_us-commo,price_bid_ask,USD,1,1,1000,,100,8.07,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FCG,,,USETF,etf_us-commo,price_bid_ask,USD,1,0.5,500,,120,6.5,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
GLD,,,USETF,etf_us-commo,price_bid_ask,USD,1,1,1000,,25,0.68,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
URA,,,USETF,etf_us-commo,price_bid_ask,USD,1,0,500,,700,12.5,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
USO,,,USETF,etf_us-commo,price_bid_ask,USD,1,0,1000,,50,3.68,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
AAXJ,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,400,7.16,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
ARKK,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,300,11.36,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
ASHR,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,250,4.52,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
COPX,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,200,,500,21,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
DIA,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,60,0.81,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
ECH,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,200,,1000,13,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EEM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,2.32,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EFA,,,USETF,etf_us-equity,price_bid_ask,USD,1,10,500,,500,2.48,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EIDO,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,750,8.4,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EPU,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,150,,500,38.5,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EWJ,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,1.7,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EWT,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,300,,450,2.2,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EWW,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,400,2.4,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EWZ,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,400,,100,3,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FCX,,,USETF,etf_us-equity,price_bid_ask,USD,1,0.5,500,,100,3.9,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
GDX,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,3.3,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
GDXJ,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,150,2.7,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
GXG,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,130,,500,63,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IJR,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,120,1.32,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
INDA,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,100,,150,2.5,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
ITB,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,210,2.04,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IWD,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,250,1.21,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IWF,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,60,1.83,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IWM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,60,0.65,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IWN,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,3.02,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IWO,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,150,7.2,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
KBE,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,85,2.45,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
KRE,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,1.98,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
MTUM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,140,1.94,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
QQQ,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,10,0.47,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
QUAL,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,250,1.67,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SIL,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,200,,500,17,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SMH,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,1.4,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SPY,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,10,0.32,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SSO,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,100,,35,1.87,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
THD,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,200,,500,15.5,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
TSM,,,USETF,etf_us-equity,price_bid_ask,USD,1,0,1000,,80,1.89,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
URNM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,500,,1000,42,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VB,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,120,6.34,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VLUE,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,170,2.12,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VNQ,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,350,1.18,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VXX,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,500,,500,8.18,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLB,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,1.45,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLC,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,80,1.72,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLE,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,90,1.77,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLF,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,60,3.26,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLI,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,90,1.15,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLK,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,50,0.86,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLP,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,120,1.51,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLRE,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,80,2.57,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLU,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,40,1.58,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLV,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,70,0.91,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XLY,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,50,0.88,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XME,,,USETF,etf_us-equity,price_bid_ask,USD,1,0.5,249,,60,2.6,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
XOP,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,23,2.3,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
AGG,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,90,0.94,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
AGZ,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,200,,700,22.39,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
ANGL,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,500,4.11,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
BAB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,1000,17.43,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
BKLN,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,150,4.64,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
BND,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,45,3.63,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
BNDX,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,100,4.87,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
CBON,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,200,35.3,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
CEMB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,450,29.22,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
CMBS,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,500,30.17,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
CMF,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,200,12.26,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
CWB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,420,7.76,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
DFNM,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,900,13.18,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EMB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,200,1.08,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
EMLC,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,450,8.69,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FALN,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,200,9.94,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FLOT,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,200,2.3,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FPE,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,420,5.83,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FTSL,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,130,5.66,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
HYD,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,200,3.33,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
HYG,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,150,1.23,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
HYGH,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,500,15.26,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
HYMB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,350,6.92,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
ICVT,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,410,11.6,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IEF,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,50,0.96,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IGIB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,1000,17.9,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IGLB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,1000,25.73,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
IGSB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,250,11.31,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
JNK,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,500,,200,1.07,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
LQD,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,350,0.86,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
LQDH,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,90,11.68,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
MBB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,450,1.09,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
MUB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,110,1.02,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
PFF,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,250,2.89,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
PGX,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,250,7.43,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SHY,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,500,,10,1.2,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SJNK,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,160,3.88,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SRLN,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,250,3.21,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
TFI,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,700,2.96,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
TIP,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,70,0.9,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
TLT,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,90,0.82,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
USHY,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,370,3.02,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VCIT,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,800,9.2,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VCLT,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,800,9.86,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VCSH,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,10,500,,200,4.76,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VMBS,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,140,2.16,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VRP,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,280,9.1,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
VTEB,,,USETF,etf_us-fixed_income,price_bid_ask,USD,1,1,1000,,170,2.06,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
NVDA,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,10000,,60,2.74,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
BABA,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,40,1.74,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
PDD,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,90,4.65,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
AAPL,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,20,0.8,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
KWEB,,,USETF,etf_us,price_bid_ask,USD,1,1,1000,,100,3.61,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
SOXX,,,USETF,etf_us,price_bid_ask,USD,1,1,1000,,100,2.95,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
AEM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,90,4.09,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FNV,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,100,7.03,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
GOLD,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,50,5.6,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
NEM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,50,2.55,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
WPM,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,80,4.32,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
FXI,,,USETF,etf_us-equity,price_bid_ask,USD,1,1,1000,,15,2.98,,,America/New_York,9:30:00,America/New_York,16:00:00,America/New_York
AUBEI5Y=RR,,AUBEI5Y=RR,XSFE,fixed_income-bei,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:30:00,Australia/Sydney,7:00:00,Australia/Sydney
AUBEI10Y=RR,,AUBEI10Y=RR,XSFE,fixed_income-bei,yield_bid,AUD,,,,,,,,,Australia/Sydney,8:32:00,Australia/Sydney,7:00:00,Australia/Sydney
DEBEI5Y=RR,,DEBEI,DEFI,fixed_income-bei,yield_bid,EUR,,,,,,,,,Europe/Berlin,8:00:00,Europe/Berlin,17:30:00,Europe/Berlin
